name,budget.x,company.x,country.x,director.x,genre.x,gross.x,rating.x,released.x,runtime.x,score.x,star.x,votes.x,writer.x,year.x,YoutubeLikes,YoutubeDislike,Youtube ViewCount,Twitter Sentiment
Extraordinary Measures,31000000,CBS Films,USA,Tom Vaughan,Drama,11854694,PG,22/01/2010,106,6.5,Brendan Fraser,14980,Robert Nelson Jacobs,2010,118,9,157765,1
Extremely Loud & Incredibly Close,40000000,Warner Bros.,USA,Stephen Daldry,Adventure,31847881,PG-13,20/01/2012,129,6.9,Thomas Horn,87522,Eric Roth,2011,1451,54,441407,1
Eye in the Sky,13000000,Raindog Films,UK,Gavin Hood,Drama,18700837,R,01/04/2016,102,7.3,Helen Mirren,61722,Guy Hibbert,2015,252816,8505,,1
Facing the Giants,100000,Carmel Entertainment,USA,Alex Kendrick,Drama,10178331,PG,29/09/2006,111,6.7,Alex Kendrick,13291,Alex Kendrick,2006,66134,1122,7033318,1
Factory Girl,7000000,The Weinstein Company,USA,George Hickenlooper,Biography,1661464,R,16/02/2007,99,6.4,Sienna Miller,19204,Captain Mauzner,2006,1097,252,362073,1
Fading Gigolo,0,Antidote Films (I),USA,John Turturro,Comedy,3763973,R,17/07/2014,90,6.2,John Turturro,20930,John Turturro,2013,2470,201,,1
Failure to Launch,50000000,Paramount Pictures,USA,Tom Dey,Comedy,88715192,PG-13,10/03/2006,97,5.6,Matthew McConaughey,62338,Tom J. Astle,2006,1438,120,1382880,0
Fair Game,22000000,River Road Entertainment,USA,Doug Liman,Biography,9528092,PG-13,03/12/2010,108,6.8,Naomi Watts,40837,Jez Butterworth,2010,412,65,511049,0
Fame,18000000,Metro-Goldwyn-Mayer (MGM),USA,Kevin Tancharoen,Comedy,22455510,PG,25/09/2009,107,5,Kelsey Grammer,14706,Allison Burnett,2009,41373,1999,12612023,1
Fanboys,3900000,The Weinstein Company,USA,Kyle Newman,Adventure,688529,PG-13,13/02/2009,100,6.6,Dan Fogler,51872,Ernest Cline,2009,1442,141,341424,1
Fantastic 4: Rise of the Silver Surfer,130000000,Twentieth Century Fox Film Corporation,USA,Tim Story,Action,131921738,PG,15/06/2007,92,5.6,Ioan Gruffudd,223740,Don Payne,2007,17490,780,3779605,1
Fantastic Beasts and Where to Find Them,180000000,Heyday Films,UK,David Yates,Adventure,234037575,PG-13,18/11/2016,133,7.4,Eddie Redmayne,268073,J.K. Rowling,2016,170970,3973,,1
Fantastic Four,120000000,Twentieth Century Fox Film Corporation,USA,Josh Trank,Action,56117548,PG-13,07/08/2015,100,4.3,Miles Teller,125934,Jeremy Slater,2015,1914,54,,1
Fantastic Mr. Fox,40000000,Twentieth Century Fox Film Corporation,USA,Wes Anderson,Animation,21002919,PG,25/11/2009,87,7.8,George Clooney,154247,Roald Dahl,2009,242,88,6092392,1
Far from the Madding Crowd,0,Fox Searchlight Pictures,UK,Thomas Vinterberg,Drama,12229314,PG-13,22/05/2015,119,7.1,Carey Mulligan,36196,Thomas Hardy,2015,7938,195,,1
"Farewell, My Queen",0,GMT Productions,France,Benoît Jacquot,Drama,72100,R,21/03/2012,100,6.3,Léa Seydoux,6728,Benoît Jacquot,2012,12298,656,,2
Fast & Furious,85000000,Universal Pictures,USA,Justin Lin,Action,155064265,PG-13,03/04/2009,107,6.6,Vin Diesel,223114,Chris Morgan,2009,1407523,42333,347597741,2
Fast & Furious 6,160000000,Universal Pictures,USA,Justin Lin,Action,238679850,PG-13,24/05/2013,130,7.1,Vin Diesel,324918,Chris Morgan,2013,80880,3493,,1
Fast Five,125000000,Universal Pictures,USA,Justin Lin,Action,209837675,PG-13,29/04/2011,130,7.3,Vin Diesel,307369,Chris Morgan,2011,12097,699,3137407,1
Fast Food Nation,0,Fox Searchlight Pictures,UK,Richard Linklater,Comedy,1004059,R,17/11/2006,114,6.3,Greg Kinnear,21699,Eric Schlosser,2006,549,30,418939,1
Faster,24000000,CBS Films,USA,George Tillman Jr.,Action,23240020,R,24/11/2010,98,6.5,Dwayne Johnson,85407,Tony Gayton,2010,4642,61,161761,2
Fearless,0,Beijing Film Studio,China,Ronny Yu,Action,24623719,PG-13,22/09/2006,104,7.7,Jet Li,65534,Chris Chow,2006,254494,2923,8935342,1
Feast of Love,0,GreeneStreet Films,USA,Robert Benton,Drama,3504875,R,28/09/2007,97,6.7,Morgan Freeman,14779,Allison Burnett,2007,55,2,7408,1
Felon,2900000,Stage 6 Films,USA,Ric Roman Waugh,Crime,36756,R,17/07/2008,104,7.5,Stephen Dorff,68957,Ric Roman Waugh,2008,13,2,5416,0
Fences,24000000,Bron Studios,USA,Denzel Washington,Drama,57642961,PG-13,25/12/2016,139,7.2,Denzel Washington,62351,August Wilson,2016,18471,523,,1
Fifty Shades of Grey,40000000,Focus Features,USA,Sam Taylor-Johnson,Drama,166167230,R,13/02/2015,125,4.1,Dakota Johnson,250086,Kelly Marcel,2015,78193,14435,,1
Fighting,0,Rogue Pictures,USA,Dito Montiel,Action,23036320,PG-13,24/04/2009,105,5.6,Channing Tatum,29024,Robert Munic,2009,2500,287,3615267,0
Filth,5000000,Steel Mill Pictures,UK,Jon S. Baird,Comedy,34321,R,24/04/2014,97,7.1,James McAvoy,84261,Jon S. Baird,2013,4959,218,,0
Final Destination 5,40000000,New Line Cinema,USA,Steven Quale,Horror,42587643,R,12/08/2011,92,5.9,Nicholas D'Agosto,89887,Eric Heisserer,2011,34454,4115,14770666,1
Find Me Guilty,13000000,Yari Film Group Releasing,Germany,Sidney Lumet,Biography,1173673,R,17/03/2006,125,7.1,Vin Diesel,29604,Sidney Lumet,2006,97,15,34738,2
Finding Dory,200000000,Pixar Animation Studios,USA,Andrew Stanton,Animation,486295561,PG,17/06/2016,97,7.4,Ellen DeGeneres,173005,Andrew Stanton,2016,77536,13801,,1
Fired Up!,20000000,Screen Gems,USA,Will Gluck,Comedy,17231291,PG-13,20/02/2009,90,6.2,Eric Christian Olsen,38879,Will Gluck,2009,347374,27687,71560006,0
Fireflies in the Garden,8000000,Kulture Machine,USA,Dennis Lee,Drama,3393161,R,13/11/2009,99,6.5,Ryan Reynolds,11269,Robert Frost,2008,14,6,6410,2
Fireproof,500000,Samuel Goldwyn Films,USA,Alex Kendrick,Drama,33456317,PG,26/09/2008,100,6.6,Kirk Cameron,18256,Alex Kendrick,2008,348157,5274,29433695,0
Firewall,50000000,Warner Bros.,USA,Richard Loncraine,Crime,48751189,PG-13,10/02/2006,105,5.8,Harrison Ford,51779,Joe Forte,2006,262,26,254872,1
First Sunday,0,Screen Gems,USA,David E. Talbert,Comedy,37931869,PG-13,11/01/2008,100,4.3,Ice Cube,8271,David E. Talbert,2008,481,62,97156,1
Fish Tank,0,BBC Films,UK,Andrea Arnold,Drama,373060,NOT RATED,28/01/2011,123,7.3,Katie Jarvis,51481,Andrea Arnold,2009,10495,1405,5122486,1
Flags of our Fathers,90000000,DreamWorks,USA,Clint Eastwood,Drama,33602376,R,20/10/2006,135,7.1,Ryan Phillippe,106291,William Broyles Jr.,2006,669,31,88288,1
Flame & Citron,0,Nimbus Film Productions,Denmark,Ole Christian Madsen,Drama,145109,NOT RATED,28/03/2008,130,7.3,Thure Lindhardt,15298,Lars Kristian Andersen,2008,227,7,142091,0
Flawless,20000000,Magnolia Pictures,UK,Michael Radford,Crime,1200234,PG-13,28/03/2008,108,6.8,Demi Moore,20482,Edward Anderson,2007,420183,16354,79617362,1
Flicka,15000000,Fox 2000 Pictures,USA,Michael Mayer,Adventure,20998709,PG,20/10/2006,95,6.2,Alison Lohman,6494,Mark Rosenthal,2006,5990,286,1291585,1
Flight,31000000,Paramount Pictures,USA,Robert Zemeckis,Drama,93772375,R,02/11/2012,138,7.3,Denzel Washington,280858,John Gatins,2012,1106,163,,1
Flipped,14000000,Castle Rock Entertainment,USA,Rob Reiner,Comedy,1752214,PG,10/09/2010,100,7.7,Madeline Carroll,67346,Rob Reiner,2010,40337,373,3552070,0
Florence Foster Jenkins,29000000,Qwerty Films,UK,Stephen Frears,Biography,27370107,PG-13,12/08/2016,111,6.9,Meryl Streep,35671,Nicholas Martin,2016,6828,273,,2
Flushed Away,149000000,Aardman Animations,UK,David Bowers,Animation,64665672,PG,03/11/2006,85,6.6,Hugh Jackman,92380,Dick Clement,2006,1923,250,685980,1
Flyboys,60000000,Electric Entertainment,UK,Tony Bill,Action,13082288,PG-13,22/09/2006,140,6.6,James Franco,37329,Phil Sears,2006,1210,66,168682,1
Flypaper,5000000,"Safran Company, The",Germany,Rob Minkoff,Comedy,1098,NOT RATED,25/05/2012,87,6.4,Patrick Dempsey,28775,Jon Lucas,2011,1430,89,821588,1
Focus,50100000,Kramer & Sigman Films,USA,Glenn Ficarra,Comedy,53862963,R,27/02/2015,105,6.6,Will Smith,171771,Glenn Ficarra,2015,4532275,426012,,1
Fool's Gold,70000000,Warner Bros.,USA,Andy Tennant,Action,70231041,PG-13,08/02/2008,112,5.7,Matthew McConaughey,64098,John Claflin,2008,33054,1426,7756539,1
Footloose,24000000,Paramount Pictures,USA,Craig Brewer,Comedy,51802742,PG-13,14/10/2011,113,5.9,Kenny Wormald,40132,Dean Pitchford,2011,81476,4470,18625163,1
"For a Good Time, Call...",850000,AdScott Pictures,USA,Jamie Travis,Comedy,1243961,R,02/11/2012,88,6,Ari Graynor,14242,Lauren Miller,2012,10984,567,,1
For Colored Girls,0,Lionsgate,USA,Tyler Perry,Drama,37721949,R,05/11/2010,100,6,Janet Jackson,6359,Tyler Perry,2010,909,56,203642,1
Forever Strong,0,Go Films,USA,Ryan Little,Drama,630649,PG-13,26/09/2008,100,7.3,Sean Faris,9361,David Pliler,2008,3152,190,2281162,1
Forgetting Sarah Marshall,30000000,Universal Pictures,USA,Nicholas Stoller,Comedy,63172463,R,18/04/2008,111,7.2,Kristen Bell,230079,Jason Segel,2008,22,20,2009605,1
Four Lions,0,Film4,UK,Christopher Morris,Comedy,304137,R,07/05/2010,97,7.3,Will Adamsdale,61262,Christopher Morris,2010,3649,454,889162,1
Foxcatcher,24000000,Annapurna Pictures,USA,Bennett Miller,Biography,12096300,R,16/01/2015,134,7,Steve Carell,117034,E. Max Frye,2014,11461,622,,2
Fracture,0,New Line Cinema,USA,Gregory Hoblit,Crime,39015018,R,20/04/2007,113,7.2,Anthony Hopkins,152773,Daniel Pyne,2007,251975,3929,24024486,1
Frances Ha,0,RT Features,USA,Noah Baumbach,Comedy,4063238,R,23/08/2013,86,7.4,Greta Gerwig,50014,Noah Baumbach,2012,3391,105,,1
Frank,0,Element Pictures,UK,Lenny Abrahamson,Comedy,644906,R,05/09/2014,95,7,Michael Fassbender,62768,Jon Ronson,2014,2477,98,,1
Frankenweenie,39000000,Walt Disney Pictures,USA,Tim Burton,Animation,35291068,PG,05/10/2012,87,7,Winona Ryder,81006,Leonard Ripps,2012,5619,237,,1
Frankie & Alice,0,Access Motion Pictures,Canada,Geoffrey Sax,Biography,693181,R,12/08/2014,100,6.5,Halle Berry,4201,Cheryl Edwards,2010,6692,344,1779733,1
Frantz,0,Mandarin Films,France,François Ozon,Drama,880474,PG-13,15/03/2017,113,7.5,Pierre Niney,6634,François Ozon,2016,741,31,,1
Fred Claus,100000000,Warner Bros.,USA,David Dobkin,Comedy,72006777,PG,09/11/2007,116,5.6,Vince Vaughn,33861,Dan Fogelman,2007,641,52,407035,1
Free Fire,10000000,Film4,UK,Ben Wheatley,Action,1798472,R,21/04/2017,91,6.5,Sharlto Copley,22157,Amy Jump,2016,12716,1305,,1
Free State of Jones,50000000,Bluegrass Films,USA,Gary Ross,Action,20758378,R,24/06/2016,139,6.9,Matthew McConaughey,34513,Gary Ross,2016,7134,576,,1
Freeheld,7000000,Double Feature Films,USA,Peter Sollett,Biography,532988,PG-13,04/03/2016,103,6.5,Julianne Moore,8801,Ron Nyswaner,2015,12384,503,,0
Friday the 13th,19000000,New Line Cinema,USA,Marcus Nispel,Horror,65002019,R,13/02/2009,97,5.6,Jared Padalecki,80586,Damian Shannon,2009,36445,2256,4369105,0
Friends with Benefits,35000000,Screen Gems,USA,Will Gluck,Comedy,55802754,R,22/07/2011,109,6.6,Mila Kunis,292555,Keith Merryman,2011,317,102,280950,1
Friends with Kids,10000000,Red Granite Pictures,USA,Jennifer Westfeldt,Comedy,7250054,R,16/03/2012,107,6.2,Jennifer Westfeldt,37719,Jennifer Westfeldt,2011,3442,305,2016337,1
Friends with Money,6500000,This Is That Productions,USA,Nicole Holofcener,Comedy,13367101,R,21/04/2006,88,5.8,Jennifer Aniston,21023,Nicole Holofcener,2006,3400,305,1188506,1
Fright Night,30000000,DreamWorks,USA,Craig Gillespie,Comedy,18298649,R,19/08/2011,106,6.4,Anton Yelchin,89412,Marti Noxon,2011,50,9,4143134,1
From the Land of the Moon,0,Les Productions du Trésor,France,Nicole Garcia,Drama,37757,R,28/07/2017,120,6.7,Marion Cotillard,2411,Milena Agus,2016,3852,495,,0
From Up on Poppy Hill,22000000,Studio Ghibli,Japan,Gorô Miyazaki,Animation,1002895,PG,16/07/2011,91,7.5,Sarah Bolger,22336,Tetsurô Sayama,2011,7908,63,705083,1
Frost/Nixon,25000000,Universal Pictures,USA,Ron Howard,Biography,18593156,R,23/01/2009,122,7.7,Frank Langella,92248,Peter Morgan,2008,11,9,612745,0
Frozen,0,A Bigger Boat,USA,Adam Green,Thriller,243390,R,04/06/2010,93,6.2,Shawn Ashmore,57244,Adam Green,2010,3465128,731417,1700496405,1
Frozen,0,A Bigger Boat,USA,Adam Green,Thriller,243390,R,04/06/2010,93,6.2,Shawn Ashmore,57244,Adam Green,2010,3465128,731417,1700496405,1
Frozen,0,A Bigger Boat,USA,Adam Green,Thriller,243390,R,04/06/2010,93,6.2,Shawn Ashmore,57244,Adam Green,2010,3465128,731417,1700496405,2
Frozen,0,A Bigger Boat,USA,Adam Green,Thriller,243390,R,04/06/2010,93,6.2,Shawn Ashmore,57244,Adam Green,2010,3465128,731417,1700496405,2
Frozen,150000000,Walt Disney Animation Studios,USA,Chris Buck,Animation,400738009,PG,27/11/2013,102,7.5,Kristen Bell,464149,Jennifer Lee,2013,3466726,731694,,1
Frozen,150000000,Walt Disney Animation Studios,USA,Chris Buck,Animation,400738009,PG,27/11/2013,102,7.5,Kristen Bell,464149,Jennifer Lee,2013,3466726,731694,,1
Frozen,150000000,Walt Disney Animation Studios,USA,Chris Buck,Animation,400738009,PG,27/11/2013,102,7.5,Kristen Bell,464149,Jennifer Lee,2013,3466726,731694,,2
Frozen,150000000,Walt Disney Animation Studios,USA,Chris Buck,Animation,400738009,PG,27/11/2013,102,7.5,Kristen Bell,464149,Jennifer Lee,2013,3466726,731694,,2
Fruitvale Station,900000,Forest Whitaker's Significant Productions,USA,Ryan Coogler,Biography,16097842,R,26/07/2013,85,7.5,Michael B. Jordan,59913,Ryan Coogler,2013,3069,73,,0
Fuerza mayor,0,Beofilm,Sweden,Ruben Östlund,Comedy,1358561,R,30/12/2014,120,7.3,Johannes Kuhnke,34232,Ruben Östlund,2014,60028,2118,,1
Fun Size,14000000,Paramount Pictures,USA,Josh Schwartz,Adventure,9402410,PG-13,26/10/2012,86,5.4,Victoria Justice,12027,Max Werner,2012,53027,2176,,0
Funny Games,15000000,Celluloid Dreams,USA,Michael Haneke,Crime,1294640,R,26/09/2008,111,6.5,Naomi Watts,75924,Michael Haneke,2007,24,12,3985762,0
Funny People,75000000,Universal Pictures,USA,Judd Apatow,Comedy,51855045,R,31/07/2009,146,6.3,Adam Sandler,104307,Judd Apatow,2009,6527,865,1810546,1
Fur: An Imaginary Portrait of Diane Arbus,16800000,Edward R. Pressman Film,USA,Steven Shainberg,Biography,220914,R,02/03/2007,122,6.5,Nicole Kidman,13848,Erin Cressida Wilson,2006,394,19,137531,0
Furia de Titanes 2,150000000,Warner Bros.,Spain,Jonathan Liebesman,Action,83670083,PG-13,30/03/2012,99,5.8,Sam Worthington,161836,Dan Mazeau,2012,1005,46,,2
Furious 7,190000000,Universal Pictures,USA,James Wan,Action,353007020,PG-13,03/04/2015,137,7.2,Vin Diesel,309837,Chris Morgan,2015,95514,1472,,1
Furry Vengeance,35000000,Summit Entertainment,USA,Roger Kumble,Comedy,17596256,PG,30/04/2010,100,3.8,Brendan Fraser,13245,Michael Carnes,2010,416,72,133499,1
Fury,68000000,Columbia Pictures,USA,David Ayer,Action,85817906,R,17/10/2014,134,7.6,Brad Pitt,341512,David Ayer,2014,60,57,,1
G-Force,150000000,Jerry Bruckheimer Films,USA,Hoyt Yeatman,Animation,119436770,PG,24/07/2009,88,5.1,Will Arnett,35516,Cormac Wibberley,2009,87295,4852,12264752,2
G.I. Joe: Retaliation,130000000,Paramount Pictures,USA,Jon M. Chu,Action,122523060,PG-13,28/03/2013,110,5.8,Dwayne Johnson,154740,Rhett Reese,2013,144,3,,1
G.I. Joe: The Rise of Cobra,175000000,Paramount Pictures,USA,Stephen Sommers,Action,152267519,PG-13,07/08/2009,118,5.8,Dennis Quaid,182662,Stuart Beattie,2009,4509,230,1029310,1
Gamer,50000000,Lionsgate,USA,Mark Neveldine,Action,20488579,R,04/09/2009,95,5.8,Gerard Butler,118535,Mark Neveldine,2009,4269,253,2506753,1
Gangster Squad,60000000,Warner Bros.,USA,Ruben Fleischer,Action,46000903,R,11/01/2013,113,6.7,Sean Penn,184266,Will Beall,2013,1937,54,,0
Garden Party,0,Lookout Films,USA,Jason Freeland,Drama,19853,NOT RATED,30/05/2008,88,5.6,Erik Smith,3113,Jason Freeland,2008,7953,279,1248300,1
Garfield 2,60000000,Twentieth Century Fox Film Corporation,UK,Tim Hill,Animation,28426747,PG,16/06/2006,82,5,Breckin Meyer,30758,Joel Cohen,2006,863,178,356527,0
Genius,0,Desert Wolf Productions,UK,Michael Grandage,Biography,1358018,PG-13,10/06/2016,104,6.5,Colin Firth,12252,John Logan,2016,1440012,32062,,1
Georgia Rule,20000000,Morgan Creek Productions,USA,Garry Marshall,Comedy,18882880,R,11/05/2007,100,5.9,Jane Fonda,21482,Mark Andrus,2007,719,22,280213,2
Get Hard,40000000,Gary Sanchez Productions,USA,Etan Cohen,Comedy,90411453,R,27/03/2015,100,6,Will Ferrell,98662,Jay Martel,2015,31745,1738,,2
Get Him to the Greek,0,Universal Pictures,USA,Nicholas Stoller,Comedy,60974475,R,04/06/2010,109,6.4,Jonah Hill,153864,Nicholas Stoller,2010,24,20,4362720,1
Get Low,7500000,K5 International,USA,Aaron Schneider,Drama,9176553,PG-13,27/08/2010,103,7.1,Robert Duvall,19987,Chris Provenzano,2009,3370620,148192,555946826,1
Get Smart,80000000,Warner Bros.,USA,Peter Segal,Action,130319208,PG-13,20/06/2008,110,6.5,Steve Carell,176842,Tom J. Astle,2008,2780,114,709216,1
Ghajini,0,Geetha Arts,India,A.R. Murugadoss,Action,2411071,Not specified,25/12/2008,100,7.3,Aamir Khan,44436,Piyush Mishra,2008,56825,5278,15240693,2
Ghost Rider,110000000,Columbia Pictures Corporation,USA,Mark Steven Johnson,Action,115802596,PG-13,16/02/2007,114,5.2,Nicolas Cage,194164,Mark Steven Johnson,2007,28197,2347,10663146,2
Ghost Rider: Spirit of Vengeance,57000000,Columbia Pictures,USA,Mark Neveldine,Action,51774002,PG-13,17/02/2012,96,4.3,Nicolas Cage,94617,Scott M. Gimple,2011,1552,52,211250,1
Ghost Town,20000000,DreamWorks,USA,David Koepp,Comedy,13214030,PG-13,19/09/2008,102,6.7,Ricky Gervais,63093,David Koepp,2008,860751,19819,101316006,0
Ghostbusters,144000000,Columbia Pictures,USA,Paul Feig,Action,128344089,PG-13,15/07/2016,116,5.3,Melissa McCarthy,157351,Katie Dippold,2016,701194,48121,,1
Ghosts of Girlfriends Past,0,Jon Shestack Productions,USA,Mark Waters,Comedy,55250026,PG-13,01/05/2009,100,5.8,Matthew McConaughey,71836,Jon Lucas,2009,524,22,146130,2
Gimme Shelter,3300000,Day Twenty- Eight Films,USA,Ron Krauss,Drama,1359563,PG-13,29/10/2014,100,6.5,Vanessa Hudgens,7082,Ron Krauss,2013,170783,9827,,1
Ginger & Rosa,0,Adventure Pictures,UK,Sally Potter,Drama,1005700,PG-13,21/06/2013,90,6.3,Elle Fanning,8755,Sally Potter,2012,1457,46,,1
Girl Asleep,0,Soft Tread Enterprises,Australia,Rosemary Myers,Comedy,45650,Not specified,08/09/2016,77,6.2,Bethany Whitmore,1693,Matthew Whittet,2015,3189,218,,1
Girl Most Likely,0,Maven Pictures,USA,Shari Springer Berman,Comedy,1378426,PG-13,18/07/2013,103,5.8,Kristen Wiig,13157,Michelle Morgan,2012,941,68,,1
Glory Road,0,Walt Disney Pictures,USA,James Gartner,Biography,42643187,PG,13/01/2006,118,7.2,Josh Lucas,37118,Christopher Cleveland,2006,863,22,372086,1
Gnomeo & Juliet,36000000,Touchstone Pictures,UK,Kelly Asbury,Animation,99967670,G,11/02/2011,84,6,James McAvoy,45274,Rob Sprackling,2011,3709,167,1117893,1
Goat,0,Killer Films,USA,Andrew Neel,Drama,23020,R,23/09/2016,96,5.7,Ben Schnetzer,4439,David Gordon Green,2016,236312,5260,,1
God's Not Dead,2000000,Pure Flix Productions,USA,Harold Cronk,Drama,60755732,PG,21/03/2014,100,4.8,Shane Harper,34760,Hunter Dennis,2014,648129,21191,,0
God's Pocket,1000000,Park Pictures,USA,John Slattery,Crime,104401,R,08/08/2014,88,6.1,Philip Seymour Hoffman,9072,Peter Dexter,2014,473,54,,1
God Bless America,0,Darko Entertainment,USA,Bobcat Goldthwait,Comedy,122029,R,31/05/2012,105,7.2,Joel Murray,63198,Bobcat Goldthwait,2011,13,2,301573,1
Gods of Egypt,140000000,Pyramania,USA,Alex Proyas,Action,31153464,PG-13,26/02/2016,127,5.4,Brenton Thwaites,78473,Matt Sazama,2016,9544,585,,1
Godzilla,160000000,Warner Bros.,USA,Gareth Edwards,Action,200676069,PG-13,16/05/2014,123,6.4,Aaron Taylor-Johnson,323734,Max Borenstein,2014,638,65,,2
Going the Distance,32000000,New Line Cinema,USA,Nanette Burstein,Comedy,17804299,R,03/09/2010,100,6.3,Drew Barrymore,52508,Geoff LaTulippe,2010,42434,1454,11014475,1
Gold,20000000,Black Bear Pictures,USA,Stephen Gaghan,Adventure,7222964,R,27/01/2017,120,6.7,Matthew McConaughey,32147,Patrick Massett,2016,941799,26396,,0
Gomorrah,0,Fandango,Italy,Matteo Garrone,Crime,1577639,NOT RATED,10/04/2009,137,7,Gianfelice Imparato,40616,Roberto Saviano,2008,33,3,10214,1
Gone,0,Summit Entertainment,USA,Heitor Dhalia,Drama,11653123,PG-13,24/02/2012,100,5.9,Amanda Seyfried,36704,Allison Burnett,2012,485451,91354,,1
Gone Baby Gone,19000000,LivePlanet,USA,Ben Affleck,Crime,20300218,R,19/10/2007,114,7.7,Morgan Freeman,212956,Ben Affleck,2007,1385,125,1357944,1
Gone Girl,61000000,Twentieth Century Fox Film Corporation,USA,David Fincher,Crime,167767189,R,03/10/2014,149,8.1,Ben Affleck,660194,Gillian Flynn,2014,5158,157,,1
Good Dick,0,Good Dick,USA,Marianna Palka,Comedy,15542,R,03/10/2008,86,6.4,Marianna Palka,6977,Marianna Palka,2008,344,60,208507,1
Good Kill,0,Voltage Pictures,USA,Andrew Niccol,Drama,316842,R,15/05/2015,102,6.4,Ethan Hawke,18732,Andrew Niccol,2014,6912,490,,1
Good Luck Chuck,25000000,Lionsgate,USA,Mark Helfrich,Comedy,34925283,R,21/09/2007,101,5.6,Dane Cook,77598,Josh Stolberg,2007,644,45,91733,1
Goon,0,No Trace Camping,USA,Michael Dowse,Comedy,4168144,R,24/02/2012,92,6.8,Seann William Scott,75386,Jay Baruchel,2011,51,23,316892,2
Goosebumps,58000000,Columbia Pictures,USA,Rob Letterman,Adventure,80080379,PG,16/10/2015,103,6.3,Jack Black,59906,Darren Lemke,2015,2217704,82941,,0
Goya's Ghosts,50000000,The Saul Zaentz Company,USA,Milos Forman,Biography,1000045,R,18/01/2008,113,6.9,Javier Bardem,26348,Milos Forman,2006,424,15,177496,1
Gran Torino,33000000,Matten Productions,Germany,Clint Eastwood,Drama,148095302,R,09/01/2009,116,8.2,Clint Eastwood,609483,Nick Schenk,2008,3642,81,699870,0
Grandma's Boy,0,Twentieth Century Fox Film Corporation,USA,Nicholaus Goossen,Comedy,6088249,R,06/01/2006,94,7,Allen Covert,70595,Barry Wernick,2006,12,2,1692638,2
Gravity,100000000,Warner Bros.,UK,Alfonso Cuarón,Drama,274092705,PG-13,04/10/2013,91,7.8,Sandra Bullock,638007,Alfonso Cuarón,2013,82016,2217,,1
Great Expectations,0,BBC Films,UK,Mike Newell,Drama,258656,PG-13,08/11/2013,128,6.4,Toby Irvine,10421,David Nicholls,2012,9551,281,,1
Green Lantern,200000000,Warner Bros.,USA,Martin Campbell,Action,116601172,PG-13,17/06/2011,114,5.6,Ryan Reynolds,235591,Greg Berlanti,2011,44769,3795,253879,1
Green Room,5000000,Broad Green Pictures,USA,Jeremy Saulnier,Crime,3219029,R,13/05/2016,95,7,Anton Yelchin,69349,Jeremy Saulnier,2015,2242,191,,0
Green Zone,100000000,Universal Pictures,UK,Paul Greengrass,Action,35053660,R,12/03/2010,115,6.8,Matt Damon,116142,Brian Helgeland,2010,1395,121,1265419,1
Greenberg,0,Scott Rudin Productions,USA,Noah Baumbach,Comedy,4216789,R,26/03/2010,107,6.1,Ben Stiller,31477,Jennifer Jason Leigh,2010,326,20,227387,2
Gridiron Gang,30000000,Columbia Pictures Industries,USA,Phil Joanou,Crime,38432823,PG-13,15/09/2006,125,6.9,Dwayne Johnson,35771,Jeff Maguire,2006,31,10,2144952,1
Grindhouse,53000000,Dimension Films,USA,Robert Rodriguez,Action,25031037,R,06/04/2007,191,7.6,Kurt Russell,162394,Robert Rodriguez,2007,550,25,75476,0
Grown Ups,80000000,Columbia Pictures,USA,Dennis Dugan,Comedy,162001186,PG-13,25/06/2010,102,6,Adam Sandler,194404,Adam Sandler,2010,6300,482,5545194,1
Grown Ups 2,80000000,Columbia Pictures,USA,Dennis Dugan,Comedy,133668525,PG-13,12/07/2013,101,5.4,Adam Sandler,117428,Fred Wolf,2013,17116,693,,1
Grudge Match,40000000,Callahan Filmworks,USA,Peter Segal,Comedy,29807260,PG-13,25/12/2013,113,6.4,Robert De Niro,50116,Tim Kelleher,2013,15149,547,,1
Guardians of the Galaxy,170000000,Marvel Studios,USA,James Gunn,Action,333176600,PG-13,01/08/2014,121,8.1,Chris Pratt,791340,James Gunn,2014,34539,1109,,1
